Linux 5.4.0-47-generic (slave2) 	18/09/2020 	_x86_64_	(2 CPU)

02:05:25     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:07:28     all    2,54    0,00    3,05    1,02    0,00   16,24    0,00    0,00    0,00   77,16
02:07:29     all    4,06    0,00    4,06    0,00    0,00   13,20    0,00    0,00    0,00   78,68
02:07:30     all    3,37    0,00    3,85    0,00    0,00   19,23    0,00    0,00    0,00   73,56
02:07:31     all    3,70    0,00    3,70    0,00    0,00   14,29    0,00    0,00    0,00   78,31
02:07:32     all    3,47    0,00    3,96    0,00    0,00   17,82    0,00    0,00    0,00   74,75
02:07:33     all    4,43    0,00    3,94    0,00    0,00   14,29    0,00    0,00    0,00   77,34
02:07:34     all    3,45    0,00    3,45    0,00    0,00   16,75    0,00    0,00    0,00   76,35
02:07:35     all    2,96    0,00    4,43    0,99    0,00   18,23    0,00    0,00    0,00   73,40
02:07:36     all    3,94    0,00    2,96    0,00    0,00   17,73    0,00    0,00    0,00   75,37
02:07:37     all    3,52    0,00    4,02    0,50    0,00   13,07    0,00    0,00    0,00   78,89
02:07:38     all    4,02    0,00    4,02    0,00    0,00    9,55    0,00    0,00    0,00   82,41
02:07:39     all    5,00    0,00    4,00    0,00    0,00   11,00    0,00    0,00    0,00   80,00
02:07:40     all    2,48    0,00    4,95    0,00    0,00   10,89    0,00    0,00    0,00   81,68
02:07:41     all    5,13    0,00    2,56    3,08    0,00   10,77    0,00    0,00    0,00   78,46
02:07:42     all    3,96    0,00    4,95    0,00    0,00    9,90    0,00    0,00    0,00   81,19
02:07:43     all    4,52    0,00    3,02    0,00    0,00   11,56    0,00    0,00    0,00   80,90
02:07:44     all    2,49    0,00    4,48    0,00    0,00   12,44    0,00    0,00    0,00   80,60
02:07:45     all    4,64    0,00    3,61    1,03    0,00    8,76    0,00    0,00    0,00   81,96
02:07:46     all    2,48    0,00    3,47    1,49    0,00   11,88    0,00    0,00    0,00   80,69
02:07:47     all    6,06    0,00    3,54    0,00    0,00   11,62    0,00    0,00    0,00   78,79
02:07:48     all    3,02    0,00    3,02    0,00    0,00   13,07    0,00    0,00    0,00   80,90
02:07:49     all    4,52    0,00    6,03    1,01    0,00   12,56    0,00    0,00    0,00   75,88
02:07:50     all    3,55    0,00    4,06    0,51    0,00   10,15    0,00    0,00    0,00   81,73
02:07:51     all    5,00    0,00    4,50    0,00    0,00   10,50    0,00    0,00    0,00   80,00
02:07:52     all    2,53    0,00    2,53    0,00    0,00   12,63    0,00    0,00    0,00   82,32
02:07:53     all    4,59    0,00    2,55    0,51    0,00   11,22    0,00    0,00    0,00   81,12
02:07:54     all    4,04    0,00    4,55    0,00    0,00   13,64    0,00    0,00    0,00   77,78
02:07:55     all    4,93    0,00    3,94    0,49    0,00   18,72    0,00    0,00    0,00   71,92
02:07:56     all    2,99    0,00    2,49    0,00    0,00   14,43    0,00    0,00    0,00   80,10
02:07:57     all    3,41    0,00    2,93    0,00    0,00   20,00    0,00    0,00    0,00   73,66
02:07:58     all    3,50    0,00    4,00    0,00    0,00   17,50    0,00    0,00    0,00   75,00
02:07:59     all    6,53    0,00    5,03    7,04    0,00   15,08    0,00    0,00    0,00   66,33
02:08:00     all    5,24    0,00    5,71    3,33    0,00   15,71    0,00    0,00    0,00   70,00
02:08:01     all    5,58    0,00    5,08    0,00    0,00   14,21    0,00    0,00    0,00   75,13
02:08:02     all    4,39    0,00    6,34    0,00    0,00   11,71    0,00    0,00    0,00   77,56
02:08:03     all    4,41    0,00    3,92    0,00    0,00   12,25    0,00    0,00    0,00   79,41
02:08:04     all    4,43    0,00    6,90   17,24    0,00   15,76    0,00    0,00    0,00   55,67
02:08:05     all    4,00    0,00    4,50    1,50    0,00   13,50    0,00    0,00    0,00   76,50
02:08:06     all    5,66    0,00    4,72    0,00    0,00   13,68    0,00    0,00    0,00   75,94
02:08:07     all    3,55    0,00    2,03    0,00    0,00   12,18    0,00    0,00    0,00   82,23
02:08:08     all    3,47    0,00    4,46    6,44    0,00   11,39    0,00    0,00    0,00   74,26
02:08:09     all    8,04    0,00    9,05   45,23    0,00   11,06    0,00    0,00    0,00   26,63
02:08:10     all    5,58    0,00    4,57   16,24    0,00   10,66    0,00    0,00    0,00   62,94
02:08:11     all    5,94    0,00    4,95    0,00    0,00   11,88    0,00    0,00    0,00   77,23
02:08:12     all    4,06    0,00    2,03    0,00    0,00   12,18    0,00    0,00    0,00   81,73
02:08:13     all    3,05    0,00    4,06    0,00    0,00    9,64    0,00    0,00    0,00   83,25
02:08:14     all    2,48    0,00    5,45    0,00    0,00   11,88    0,00    0,00    0,00   80,20
02:08:15     all    4,04    0,00    3,03    1,52    0,00    9,60    0,00    0,00    0,00   81,82
02:08:16     all    4,57    0,00    3,05    1,52    0,00    8,63    0,00    0,00    0,00   82,23
02:08:17     all    3,52    0,00    4,52    5,53    0,00   10,55    0,00    0,00    0,00   75,88
02:08:18     all    4,02    0,00    3,52    0,00    0,00   10,05    0,00    0,00    0,00   82,41
02:08:19     all    5,18    0,00    3,11    0,00    0,00    8,81    0,00    0,00    0,00   82,90
02:08:20     all    3,41    0,00    4,39    4,88    0,00   12,20    0,00    0,00    0,00   75,12
02:08:21     all    5,00    0,00    4,00    0,00    0,00    9,50    0,00    0,00    0,00   81,50
02:08:22     all    2,51    0,00    5,03    0,00    0,00   11,06    0,00    0,00    0,00   81,41
02:08:23     all    4,57    0,00    3,55    0,00    0,00    8,63    0,00    0,00    0,00   83,25
02:08:24     all    3,52    0,00    3,52    0,00    0,00   12,56    0,00    0,00    0,00   80,40
02:08:25     all    4,10    0,00    4,10    1,03    0,00   10,26    0,00    0,00    0,00   80,51
02:08:26     all    2,54    0,00    3,55    0,00    0,00   12,69    0,00    0,00    0,00   81,22
02:08:27     all    2,54    0,00    3,55    0,00    0,00   11,17    0,00    0,00    0,00   82,74
02:08:28     all    3,02    0,00    5,03    0,00    0,00   11,06    0,00    0,00    0,00   80,90
02:08:29     all    5,18    0,00    3,63    0,00    0,00    9,84    0,00    0,00    0,00   81,35
02:08:30     all    4,00    0,00    4,00    4,50    0,00   10,50    0,00    0,00    0,00   77,00
02:08:31     all    5,10    0,00    4,08    0,00    0,00    9,18    0,00    0,00    0,00   81,63
02:08:32     all    4,00    0,00    5,50    0,00    0,00   10,00    0,00    0,00    0,00   80,50
02:08:33     all    5,08    0,00    4,06    0,00    0,00   10,15    0,00    0,00    0,00   80,71
02:08:34     all    5,47    0,00    4,98    0,00    0,00   10,45    0,00    0,00    0,00   79,10
02:08:35     all    4,10    0,00    4,10    2,56    0,00   10,26    0,00    0,00    0,00   78,97
02:08:36     all    2,96    0,00    4,93    0,00    0,00   13,30    0,00    0,00    0,00   78,82
02:08:37     all    4,90    0,00    5,39    0,00    0,00   13,24    0,00    0,00    0,00   76,47
02:08:38     all    3,57    0,00    4,08    1,02    0,00   15,82    0,00    0,00    0,00   75,51
02:08:39     all    6,44    0,00    5,45    1,49    0,00   12,87    0,00    0,00    0,00   73,76
02:08:40     all    3,06    0,00    3,57    2,55    0,00   12,24    0,00    0,00    0,00   78,57
02:08:41     all    4,98    0,00    4,48    0,00    0,00   12,44    0,00    0,00    0,00   78,11
02:08:42     all    4,43    0,00    8,87    4,93    0,00   14,29    0,00    0,00    0,00   67,49
02:08:43     all    4,98    0,00    9,45    4,98    0,00   13,93    0,00    0,00    0,00   66,67
02:08:44     all    6,00    0,00    9,00    2,50    0,00   13,00    0,00    0,00    0,00   69,50
02:08:45     all    6,09    0,00    5,08    3,55    0,00   10,66    0,00    0,00    0,00   74,62
02:08:46     all    4,41    0,00    6,86    0,00    0,00   12,25    0,00    0,00    0,00   76,47
02:08:47     all    4,43    0,00    2,96    0,00    0,00   15,76    0,00    0,00    0,00   76,85
02:08:48     all    5,00    0,00    4,50    0,50    0,00   11,50    0,00    0,00    0,00   78,50
02:08:49     all    5,50    0,00    5,00    0,00    0,00   12,00    0,00    0,00    0,00   77,50
02:08:50     all    4,52    0,00    4,02    0,50    0,00    9,05    0,00    0,00    0,00   81,91
02:08:51     all    4,93    0,00    4,43    0,00    0,00   11,33    0,00    0,00    0,00   79,31
02:08:52     all    2,44    0,00    6,34    0,00    0,00   14,15    0,00    0,00    0,00   77,07
02:08:53     all    3,96    0,00    2,97    0,99    0,00   15,35    0,00    0,00    0,00   76,73
02:08:54     all    3,92    0,00    3,43    0,00    0,00   15,20    0,00    0,00    0,00   77,45
02:08:55     all    5,47    0,00    6,47    2,49    0,00   11,44    0,00    0,00    0,00   74,13
02:08:56     all    5,00    0,00    4,00    0,00    0,00   11,50    0,00    0,00    0,00   79,50
02:08:57     all    7,73    0,00    6,76    1,45    0,00   16,43    0,00    0,00    0,00   67,63
02:08:58     all    4,50    0,00    3,50    0,00    0,00   12,50    0,00    0,00    0,00   79,50
02:08:59     all    4,52    0,00    5,03    9,05    0,00   13,07    0,00    0,00    0,00   68,34
02:09:00     all    4,95    0,00    6,44    4,46    0,00   11,88    0,00    0,00    0,00   72,28
02:09:01     all    4,10    0,00    5,64    0,51    0,00   13,85    0,00    0,00    0,00   75,90
02:09:02     all    5,88    0,00    3,92    0,00    0,00   12,25    0,00    0,00    0,00   77,94
02:09:03     all    5,53    0,00    2,51    0,00    0,00   17,09    0,00    0,00    0,00   74,87
02:09:04     all    3,48    0,00    5,97    0,00    0,00    9,95    0,00    0,00    0,00   80,60
02:09:05     all    4,62    0,00    3,59    2,56    0,00    9,23    0,00    0,00    0,00   80,00
02:09:06     all    2,03    0,00    3,05    0,00    0,00   10,15    0,00    0,00    0,00   84,77
02:09:07     all    4,08    0,00    4,59    4,59    0,00   11,22    0,00    0,00    0,00   75,51
02:09:08     all    2,53    0,00    4,04    4,55    0,00   12,12    0,00    0,00    0,00   76,77
02:09:09     all    5,03    0,00    5,03    0,00    0,00   10,05    0,00    0,00    0,00   79,90
02:09:10     all    3,98    0,00    5,97    0,50    0,00   12,94    0,00    0,00    0,00   76,62
02:09:11     all    4,98    0,00    5,47    8,46    0,00   14,93    0,00    0,00    0,00   66,17
02:09:12     all    2,96    0,00    6,40    0,99    0,00   14,29    0,00    0,00    0,00   75,37
02:09:13     all    4,00    0,00    6,00   11,50    0,00   14,50    0,00    0,00    0,00   64,00
02:09:14     all    4,15    0,00    6,74    2,07    0,00    9,84    0,00    0,00    0,00   77,20
02:09:15     all    5,15    0,00    6,19    3,09    0,00   12,89    0,00    0,00    0,00   72,68
02:09:16     all    5,53    0,00    5,03    3,52    0,00    9,55    0,00    0,00    0,00   76,38
02:09:17     all    4,00    0,00    5,50    0,00    0,00   12,50    0,00    0,00    0,00   78,00
02:09:18     all    1,99    0,00    4,98    0,00    0,00   11,94    0,00    0,00    0,00   81,09
02:09:19     all    3,40    0,00    6,31    0,00    0,00   11,17    0,00    0,00    0,00   79,13
02:09:20     all    1,55    0,00    1,55    1,55    0,00    9,84    0,00    0,00    0,00   85,49
02:09:21     all    4,59    0,00    4,08    1,53    0,00    9,69    0,00    0,00    0,00   80,10
02:09:22     all    2,53    0,00    3,03    0,00    0,00   11,62    0,00    0,00    0,00   82,83
02:09:23     all    4,48    0,00    4,98    0,50    0,00    9,95    0,00    0,00    0,00   80,10
02:09:24     all    3,92    0,00    5,88    2,94    0,00   12,25    0,00    0,00    0,00   75,00
02:09:25     all    1,54    0,00    4,10    2,05    0,00   11,79    0,00    0,00    0,00   80,51
02:09:26     all    4,43    0,00    3,94    0,00    0,00    8,37    0,00    0,00    0,00   83,25
02:09:27     all    3,59    0,00    2,56    1,54    0,00    9,23    0,00    0,00    0,00   83,08
02:09:28     all    4,43    0,00    4,43    2,46    0,00    9,36    0,00    0,00    0,00   79,31
02:09:29     all    3,02    0,00    5,53    0,00    0,00   10,05    0,00    0,00    0,00   81,41
02:09:30     all    4,00    0,00    4,50    0,00    0,00   11,50    0,00    0,00    0,00   80,00
02:09:31     all    4,04    0,00    4,55    4,55    0,00   13,64    0,00    0,00    0,00   73,23
02:09:32     all    2,46    0,00    4,93    0,00    0,00   13,79    0,00    0,00    0,00   78,82
02:09:33     all    3,50    0,00    4,00    0,00    0,00   13,50    0,00    0,00    0,00   79,00
02:09:34     all    3,02    0,00    5,53    2,01    0,00   13,07    0,00    0,00    0,00   76,38
02:09:35     all    4,48    0,00    4,98    1,00    0,00   11,94    0,00    0,00    0,00   77,61
02:09:36     all    5,00    0,00    4,00    0,00    0,00   12,50    0,00    0,00    0,00   78,50
02:09:37     all    5,42    0,00    6,90    0,00    0,00   11,82    0,00    0,00    0,00   75,86
02:09:38     all    4,50    0,00    5,00    0,00    0,00   13,50    0,00    0,00    0,00   77,00
02:09:39     all    4,55    0,00    5,05    0,00    0,00    9,60    0,00    0,00    0,00   80,81
02:09:40     all    3,00    0,00    3,50    0,50    0,00   12,50    0,00    0,00    0,00   80,50
02:09:41     all    4,04    0,00    3,54    2,02    0,00   10,10    0,00    0,00    0,00   80,30
02:09:42     all    3,54    0,00    3,03    0,00    0,00   12,12    0,00    0,00    0,00   81,31
02:09:43     all    4,04    0,00    4,04    0,00    0,00   10,61    0,00    0,00    0,00   81,31
02:09:44     all    4,62    0,00    5,13    2,56    0,00    8,21    0,00    0,00    0,00   79,49
02:09:45     all    5,03    0,00    3,02    7,54    0,00   10,05    0,00    0,00    0,00   74,37
02:09:46     all    2,97    0,00    4,95    0,00    0,00   10,89    0,00    0,00    0,00   81,19
