Linux 5.4.0-48-generic (slave1) 	08/10/2020 	_x86_64_	(2 CPU)

18:37:30     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:38:28     all    1,51    0,00    0,50    1,01    0,00    0,00    0,00    0,00    0,00   96,98
18:38:29     all    1,49    0,00    1,49    0,00    0,00    0,99    0,00    0,00    0,00   96,04
18:38:30     all    1,52    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   96,97
18:38:31     all    1,49    0,00    1,49    0,00    0,00    0,50    0,00    0,00    0,00   96,53
18:38:32     all    0,51    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,49
18:38:33     all    2,54    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   96,95
18:38:34     all    1,00    0,00    1,49    0,00    0,00    0,50    0,00    0,00    0,00   97,01
18:38:35     all    2,02    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,47
18:38:36     all    0,98    0,00    0,98    0,00    0,00    0,49    0,00    0,00    0,00   97,55
18:38:37     all    2,01    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   96,48
18:38:38     all    1,00    0,00    1,00    0,50    0,00    0,00    0,00    0,00    0,00   97,51
18:38:39     all    2,00    0,00    0,50    0,00    0,00    1,00    0,00    0,00    0,00   96,50
18:38:40     all    1,51    0,00    1,01    1,51    0,00    0,50    0,00    0,00    0,00   95,48
18:38:41     all    2,04    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   96,94
18:38:42     all    1,51    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   97,49
18:38:43     all    2,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,98
18:38:44     all    1,03    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,95
18:38:45     all    1,51    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,49
18:38:46     all    1,49    0,00    1,49    0,00    0,00    0,50    0,00    0,00    0,00   96,52
18:38:47     all    1,02    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,97
18:38:48     all    1,50    0,00    0,00    0,50    0,00    0,50    0,00    0,00    0,00   97,50
18:38:49     all    2,04    0,00    0,00    0,00    0,00    0,51    0,00    0,00    0,00   97,45
18:38:50     all    1,51    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   97,49
18:38:51     all    0,51    0,00    1,03    1,03    0,00    0,00    0,00    0,00    0,00   97,44
18:38:52     all    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
18:38:53     all    1,50    0,00    1,00    0,00    0,00    0,50    0,00    0,00    0,00   97,00
18:38:54     all    0,00    0,00    1,53    0,00    0,00    0,00    0,00    0,00    0,00   98,47
18:38:55     all    1,52    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,47
18:38:56     all    1,50    0,00    2,00    0,00    0,00    0,50    0,00    0,00    0,00   96,00
18:38:57     all    2,51    0,00    0,50    1,01    0,00    0,50    0,00    0,00    0,00   95,48
18:38:58     all    1,51    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,49
18:38:59     all    2,00    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   97,00
18:39:00     all    1,51    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   96,98
18:39:01     all    2,53    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   97,47
18:39:02     all    0,51    0,00    1,02    0,00    0,00    0,51    0,00    0,00    0,00   97,97
18:39:03     all    2,02    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   96,97
18:39:04     all    1,02    0,00    1,52    0,00    0,00    1,02    0,00    0,00    0,00   96,45
18:39:05     all    1,01    0,00    0,00    0,00    0,00    0,51    0,00    0,00    0,00   98,48
18:39:06     all    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
18:39:07     all    2,55    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   97,45
